post_id,post_date,event_date,post_title,record_type,seq_no,time_raw,time_start,time_end,place_raw,place_primary,venue_raw,march_raw,march_start,march_end,march_waypoints,is_pre_march,parent_seq_no,event_name,personnel_raw,personnel_count,control_time_raw,control_section_raw,control_method_raw,crowd_focus_points,parse_ok,source_url
854,2025.4.26,2025.4.26,4월 26일 (토) 행사 및 집회,assembly,1,13:00∼19:00,13:00,19:00,동화면세점∼대한문(편도 全차로),동화면세점∼대한문(편도 全차로),,,,,,FALSE,,,,,,,,동화면세점∼대한문(편도 全차로),TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=854
854,2025.4.26,2025.4.26,4월 26일 (토) 행사 및 집회,assembly,2,16:00∼19:30,16:00,19:30,"중앙지검 서문 앞 2개차로→OSB저축은행 앞 ※행진:중앙지검서문→성모병원교차로→삼호가든교차로→OSB저축은행(2.1km, 2개차로)",중앙지검 서문 앞 2개차로,,"※행진:중앙지검서문→성모병원교차로→삼호가든교차로→OSB저축은행(2.1km, 2개차로)",중앙지검서문,OSB저축은행,성모병원교차로|삼호가든교차로,FALSE,,,,,,,,중앙지검 서문 앞 2개차로;중앙지검서문;성모병원교차로;삼호가든교차로;OSB저축은행,TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=854
854,2025.4.26,2025.4.26,4월 26일 (토) 행사 및 집회,assembly,3,14:00∼20:00,14:00,20:00,"교대역 8出 앞 3개차로↔서초역 ※행진:교대역8出→남부터미널역→서초3동사거리→서초역→교대역(2.9km,2개차로)",교대역 8出 앞 3개차로,,"※행진:교대역8出→남부터미널역→서초3동사거리→서초역→교대역(2.9km,2개차로)",교대역8出,교대역,남부터미널역|서초3동사거리|서초역,FALSE,,,,,,,,교대역 8出 앞 3개차로;교대역8出;남부터미널역;서초3동사거리;서초역;교대역,TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=854
854,2025.4.26,2025.4.26,4월 26일 (토) 행사 및 집회,assembly,4,13:00∼16:00,13:00,16:00,"파고다타워 앞 2개차로↔우성아파트교차로 ※ 행진:파고다타워→우성아파트교차로→신논현역→파고다타워(2.7km, 1개차로)",파고다타워 앞 2개차로,,"※ 행진:파고다타워→우성아파트교차로→신논현역→파고다타워(2.7km, 1개차로)",파고다타워,파고다타워,우성아파트교차로|신논현역,FALSE,,,,,,,,파고다타워 앞 2개차로;파고다타워;우성아파트교차로;신논현역,TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=854
854,2025.4.26,2025.4.26,4월 26일 (토) 행사 및 집회,assembly,5,15:00∼,15:00,,MBN 정문 앞 인도 및 건너편,MBN 정문 앞 인도 및 건너편,,,,,,FALSE,,,,,,,,MBN 정문 앞 인도 및 건너편,TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=854
854,2025.4.26,2025.4.26,4월 26일 (토) 행사 및 집회,assembly,6,13:00∼17:00,13:00,17:00,전쟁기념관 북문 앞 2개차로,전쟁기념관 북문 앞 2개차로,,,,,,FALSE,,,,,,,,전쟁기념관 북문 앞 2개차로,TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=854
854,2025.4.26,2025.4.26,4월 26일 (토) 행사 및 집회,assembly,7,14:00∼17:00,14:00,17:00,산업은행 측면 편도 全차로,산업은행 측면 편도 全차로,,,,,,FALSE,,,,,,,,산업은행 측면 편도 全차로,TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=854
854,2025.4.26,2025.4.26,4월 26일 (토) 행사 및 집회,event,,2025.4.26.(토) 12:00~18:00,12:00,18:00,노들섬(출발)→한강대교 남단→노들역→수산시장 입구 교차로→노들로→유원아파트 앞 삼거리→한강대교남단→한강대교 북단→노들섬(도착) 3.,노들섬(출발 및 도착),노들섬(출발 및 도착),※행진:노들섬(출발)→한강대교 남단→노들역→수산시장 입구 교차로→노들로→유원아파트 앞 삼거리→한강대교남단→한강대교 북단→노들섬(도착) 3.,노들섬(출발),노들섬(도착) 3.,한강대교 남단|노들역|수산시장 입구 교차로|노들로|유원아파트 앞 삼거리|한강대교남단|한강대교 북단,FALSE,,2025 부처님 오신날(연등회),,,,,,노들섬(출발 및 도착);노들섬(출발);한강대교 남단;노들역;수산시장 입구 교차로;노들로;유원아파트 앞 삼거리;한강대교남단;한강대교 북단;노들섬(도착) 3.,TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=854
852,2025.4.25,2025.4.25,4월 25일 (금) 행사 및 집회,assembly,1,13:00∼19:00,13:00,19:00,채널A 앞 인도,채널A 앞 인도,,,,,,FALSE,,,,,,,,채널A 앞 인도,TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=852
852,2025.4.25,2025.4.25,4월 25일 (금) 행사 및 집회,assembly,2,19:30∼21:30,19:30,21:30,"대한문 앞 인도↔한국은행 ※행진:→개풍교차로→을지로1가→한국은행→숭례문교차로→대한문(2.2km, 인도)",대한문 앞 인도,,"※행진:→개풍교차로→을지로1가→한국은행→숭례문교차로→대한문(2.2km, 인도)",개풍교차로,대한문,을지로1가|한국은행|숭례문교차로,FALSE,,,,,,,,대한문 앞 인도;개풍교차로;을지로1가;한국은행;숭례문교차로;대한문,TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=852
852,2025.4.25,2025.4.25,4월 25일 (금) 행사 및 집회,assembly,3,①08:00∼09:00 ②09:00∼09:30,8:00,9:00,4호선 혜화역 內 혜화동성당 앞 인도,4호선 혜화역 內 혜화동성당 앞 인도,,,,,,FALSE,,,,,,,,4호선 혜화역 內 혜화동성당 앞 인도,TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=852
852,2025.4.25,2025.4.25,4월 25일 (금) 행사 및 집회,assembly,4,19:00∼21:00,19:00,21:00,혜화동성당 앞 인도,혜화동성당 앞 인도,,,,,,FALSE,,,,,,,,혜화동성당 앞 인도,TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=852
852,2025.4.25,2025.4.25,4월 25일 (금) 행사 및 집회,assembly,5,11:30∼13:30,11:30,13:30,"삼각지역 5出→이촌역 4出 ※ 행진:→한강대교 북단→이촌역 4出(4.2km, 1개차로)",삼각지역 5出,,"※ 행진:→한강대교 북단→이촌역 4出(4.2km, 1개차로)",한강대교 북단,이촌역 4出,,FALSE,,,300명,300,,,,삼각지역 5出;한강대교 북단;이촌역 4出,TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=852
smpa-00322836,2025.4.24,2025.4.25,오늘의 집회 250425 금,assembly,2,13:00~19:00,13:00,19:00,동아일보 남측 인도 <서린동>,동아일보 남측 인도 <서린동>,,,,,,FALSE,,,300명,300,,,,동아일보 남측 인도 <서린동>,TRUE,https://www.smpa.go.kr/user/nd54882.do?View&page=45&pageSC=SORT_ORDER&pageSO=DESC&dmlType=&boardNo=00322836
850,2025.4.24,2025.4.24,4월 24일 (목) 행사 및 집회,assembly,1,13:00∼19:00,13:00,19:00,채널A 앞 인도,채널A 앞 인도,,,,,,FALSE,,,300명,300,,,,채널A 앞 인도,TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=850
850,2025.4.24,2025.4.24,4월 24일 (목) 행사 및 집회,assembly,2,18:30∼21:00,18:30,21:00,"세종호텔→베를린광장 ※ 행진:세종호텔→회현교차로→청계남로→베를린광장(1.9km, 1개차로)",세종호텔,,"※ 행진:세종호텔→회현교차로→청계남로→베를린광장(1.9km, 1개차로)",세종호텔,베를린광장,회현교차로|청계남로,FALSE,,,200명,200,,,,세종호텔;회현교차로;청계남로;베를린광장,TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=850
850,2025.4.24,2025.4.24,4월 24일 (목) 행사 및 집회,assembly,3,13:00∼16:00,13:00,16:00,"현대백화점 앞 1개차로 ※ 행진:천호역 1번출구→강동구청역→강동구청(1.3km, 1개차로)",현대백화점 앞 1개차로,,"※ 행진:천호역 1번출구→강동구청역→강동구청(1.3km, 1개차로)",천호역 1번출구,강동구청,강동구청역,FALSE,,,200명,200,,,,현대백화점 앞 1개차로;천호역 1번출구;강동구청역;강동구청,TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=850
850,2025.4.24,2025.4.24,4월 24일 (목) 행사 및 집회,assembly,4,10:00∼11:00,10:00,11:00,평강제일교회 앞,평강제일교회 앞,,,,,,FALSE,,,,,,,,평강제일교회 앞,TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=850
850,2025.4.24,2025.4.24,4월 24일 (목) 행사 및 집회,assembly,5,14:00∼17:30,14:00,17:30,반포주공1단지 공사현장 앞,반포주공1단지 공사현장 앞,,,,,,FALSE,,,,,,,,반포주공1단지 공사현장 앞,TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=850
smpa-00322799,2025.4.23,2025.4.24,오늘의 집회 250424 목,assembly,1,07:00~19:00,7:00,19:00,감사원 정문 앞 <삼청동>,감사원 정문 앞 <삼청동>,,,,,,FALSE,,,300명,300,,,,감사원 정문 앞 <삼청동>,TRUE,https://www.smpa.go.kr/user/nd54882.do?View&page=45&pageSC=SORT_ORDER&pageSO=DESC&dmlType=&boardNo=00322799
smpa-00322799,2025.4.23,2025.4.24,오늘의 집회 250424 목,assembly,2,11:00~20:00,11:00,20:00,국민의힘 당사 앞 <여의도동>,국민의힘 당사 앞 <여의도동>,,,,,,FALSE,,,50명,50,,,,국민의힘 당사 앞 <여의도동>,TRUE,https://www.smpa.go.kr/user/nd54882.do?View&page=45&pageSC=SORT_ORDER&pageSO=DESC&dmlType=&boardNo=00322799
smpa-00322799,2025.4.23,2025.4.24,오늘의 집회 250424 목,assembly,3,13:00~16:00,13:00,16:00,국민의힘 당사 앞 <여의도동>,국민의힘 당사 앞 <여의도동>,,,,,,FALSE,,,100명,100,,,,국민의힘 당사 앞 <여의도동>,TRUE,https://www.smpa.go.kr/user/nd54882.do?View&page=45&pageSC=SORT_ORDER&pageSO=DESC&dmlType=&boardNo=00322799
smpa-00322799,2025.4.23,2025.4.24,오늘의 집회 250424 목,assembly,6,14:00~17:30,14:00,17:30,반포124주구 1-3G 앞 <반포동>,반포124주구 1-3G 앞 <반포동>,,,,,,FALSE,,,300명,300,,,,반포124주구 1-3G 앞 <반포동>,TRUE,https://www.smpa.go.kr/user/nd54882.do?View&page=45&pageSC=SORT_ORDER&pageSO=DESC&dmlType=&boardNo=00322799
848,2025.4.23,2025.4.23,4월 23일 (수) 행사 및 집회,assembly,1,14:00∼17:00,14:00,17:00,"서울고용청앞 인도 및 편도 전차로→광화문교차로북측 ※행진:서울고용청→종로2가→종로1가→안국교차로→ 운현SK허브빌딩(U턴)→안국교차로→종로1가 →세종대로사거리→광화문교차로북측(3.5km, 2개차로)",서울고용청앞 인도 및 편도 전차로,,"※행진:서울고용청→종로2가→종로1가→안국교차로→ 운현SK허브빌딩(U턴)→안국교차로→종로1가 →세종대로사거리→광화문교차로북측(3.5km, 2개차로)",서울고용청,광화문교차로북측,종로2가|종로1가|안국교차로|운현SK허브빌딩(U턴)|안국교차로|종로1가|세종대로사거리,FALSE,,,"2,000명",2000,,,,서울고용청앞 인도 및 편도 전차로;서울고용청;종로2가;종로1가;안국교차로;운현SK허브빌딩(U턴);세종대로사거리;광화문교차로북측,TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=848
848,2025.4.23,2025.4.23,4월 23일 (수) 행사 및 집회,assembly,2,17:30∼19:00,17:30,19:00,서울시교육청 앞,서울시교육청 앞,,,,,,FALSE,,,100명,100,,,,서울시교육청 앞,TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=848
848,2025.4.23,2025.4.23,4월 23일 (수) 행사 및 집회,assembly,3,19:00∼20:00,19:00,20:00,교대역 6번출구 앞 2개차로,교대역 6번출구 앞 2개차로,,,,,,FALSE,,,"1,000명",1000,,,,교대역 6번출구 앞 2개차로,TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=848
848,2025.4.23,2025.4.23,4월 23일 (수) 행사 및 집회,assembly,4,19:30∼20:30,19:30,20:30,"고속터미널 1번출구 앞 1개차로→OSB 저축은행 ※ 행진:→고속터미널교차로→OSB저축은행(1.2km, 1개차로)",고속터미널 1번출구 앞 1개차로,,"※ 행진:→고속터미널교차로→OSB저축은행(1.2km, 1개차로)",고속터미널교차로,OSB저축은행,,FALSE,,,80명,80,,,,고속터미널 1번출구 앞 1개차로;고속터미널교차로;OSB저축은행,TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=848
smpa-00322762,2025.4.22,2025.4.23,오늘의 집회 250423 수,assembly,1,12:00~13:00,12:00,13:00,경복궁 주유소 좌·우측 인도 및 1개 차로 <중학동>,경복궁 주유소 좌·우측 인도 및 1개 차로 <중학동>,,,,,,FALSE,,,300명,300,,,,경복궁 주유소 좌·우측 인도 및 1개 차로 <중학동>,TRUE,https://www.smpa.go.kr/user/nd54882.do?View&page=45&pageSC=SORT_ORDER&pageSO=DESC&dmlType=&boardNo=00322762
smpa-00322762,2025.4.22,2025.4.23,오늘의 집회 250423 수,assembly,4,16:00~19:00,16:00,19:00,서대문구청 앞 <연희동>,서대문구청 앞 <연희동>,,,,,,FALSE,,,200명,200,,,,서대문구청 앞 <연희동>,TRUE,https://www.smpa.go.kr/user/nd54882.do?View&page=45&pageSC=SORT_ORDER&pageSO=DESC&dmlType=&boardNo=00322762
smpa-00322762,2025.4.22,2025.4.23,오늘의 집회 250423 수,assembly,6,19:00~20:00,19:00,20:00,보신각 앞 인도 <관철동>,보신각 앞 인도 <관철동>,,,,,,FALSE,,,200명,200,,,,보신각 앞 인도 <관철동>,TRUE,https://www.smpa.go.kr/user/nd54882.do?View&page=45&pageSC=SORT_ORDER&pageSO=DESC&dmlType=&boardNo=00322762
844,2025.4.22,2025.4.22,4월 22일 (화) 행사 및 집회,assembly,1,20:00∼22:00,20:00,22:00,"사당역7出→서울대입구역 8出 ※ 행진:→낙성대역→서울대역8出(2.6km, 2개차로)",사당역7出,,"※ 행진:→낙성대역→서울대역8出(2.6km, 2개차로)",낙성대역,서울대역8出,,FALSE,,,"5,000명",5000,,,,사당역7出;낙성대역;서울대역8出,TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=844
842,2025.4.21,2025.4.21,4월 21일 (월) 행사 및 집회,assembly,1,08:00∼09:00,8:00,9:00,혜화역 승강장 內,혜화역 승강장 內,,,,,,FALSE,,,,,,,,혜화역 승강장 內,TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=842
842,2025.4.21,2025.4.21,4월 21일 (월) 행사 및 집회,assembly,2,13:00∼16:00,13:00,16:00,의사당역 3번출구~삼희빌딩 앞 2개차로↔여‧야당사,의사당역 3번출구~삼희빌딩 앞 2개차로,,,의사당역 3번출구~삼희빌딩 앞 2개차로,여‧야당사,,FALSE,,,,,,,,의사당역 3번출구~삼희빌딩 앞 2개차로;여‧야당사,TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=842
842,2025.4.21,2025.4.21,4월 21일 (월) 행사 및 집회,assembly,3,17:00∼19:00,17:00,19:00,"정부서울청사↔포시즌스호텔 ※ 행진:정부서울청사 정문→북측→후문→포시즌스호텔→정부서울청사 정문(0.8km, 인도)",정부서울청사,,"※ 행진:정부서울청사 정문→북측→후문→포시즌스호텔→정부서울청사 정문(0.8km, 인도)",정부서울청사 정문,정부서울청사 정문,북측|후문|포시즌스호텔,FALSE,,,,,,,,정부서울청사;정부서울청사 정문;북측;후문;포시즌스호텔,TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=842
842,2025.4.21,2025.4.21,4월 21일 (월) 행사 및 집회,assembly,4,09:00∼15:00,9:00,15:00,"대방건설↔수명파크2단지교차로 ※ 행진:대방건설→스타벅스 내발산점→수명산파크2단지교차로→ 마곡역 4번출구→대방건설(3km, 1개차로)",대방건설,,"※ 행진:대방건설→스타벅스 내발산점→수명산파크2단지교차로→ 마곡역 4번출구→대방건설(3km, 1개차로)",대방건설,대방건설,스타벅스 내발산점|수명산파크2단지교차로|마곡역 4번출구,FALSE,,,,,,,,대방건설;스타벅스 내발산점;수명산파크2단지교차로;마곡역 4번출구,TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=842
842,2025.4.21,2025.4.21,4월 21일 (월) 행사 및 집회,assembly,5,09:30∼11:00,9:30,11:00,평강제일교회 앞,평강제일교회 앞,,,,,,FALSE,,,,,,,,평강제일교회 앞,TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=842
840,2025.4.20,2025.4.20,4월 20일 (일) 행사 및 집회	,assembly,1,12:00∼19:00,12:00,19:00,"마로니에공원 앞 인도 및 2개차로↔혜화교차로 ※ 행진:마로니에공원→혜화문→혜화교차로→서울대병원 후문→이화교차로→마로니에공원(2.8km, 2개차로)",마로니에공원 앞 인도 및 2개차로,,"※ 행진:마로니에공원→혜화문→혜화교차로→서울대병원 후문→이화교차로→마로니에공원(2.8km, 2개차로)",마로니에공원,마로니에공원,혜화문|혜화교차로|서울대병원 후문|이화교차로,FALSE,,,,,,,,마로니에공원 앞 인도 및 2개차로;마로니에공원;혜화문;혜화교차로;서울대병원 후문;이화교차로,TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=840
840,2025.4.20,2025.4.20,4월 20일 (일) 행사 및 집회	,assembly,2,11:00∼18:00,11:00,18:00,동화면세점~코리아나호텔 앞 편도 全차로,동화면세점~코리아나호텔 앞 편도 全차로,,,,,,FALSE,,,,,,,,동화면세점~코리아나호텔 앞 편도 全차로,TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=840
840,2025.4.20,2025.4.20,4월 20일 (일) 행사 및 집회	,assembly,3,14:00∼16:00,14:00,16:00,태평교차로~숭례문교차로,태평교차로~숭례문교차로,,,,,,FALSE,,,,,,,,태평교차로~숭례문교차로,TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=840
840,2025.4.20,2025.4.20,4월 20일 (일) 행사 및 집회	,assembly,4,15:30∼17:00,15:30,17:00,국민은행 서관 앞 보조도로,국민은행 서관 앞 보조도로,,,,,,FALSE,,,,,,,,국민은행 서관 앞 보조도로,TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=840
840,2025.4.20,2025.4.20,4월 20일 (일) 행사 및 집회	,assembly,5,09:30∼11:00,9:30,11:00,평강제일교회 앞,평강제일교회 앞,,,,,,FALSE,,,,,,,,평강제일교회 앞,TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=840
840,2025.4.20,2025.4.20,4월 20일 (일) 행사 및 집회	,event,,1.2025 종묘 정전 환안제 및준공기념식,,,,,,,,,,FALSE,,,,,,,,,TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=840
801,2025.4.2,2025.4.2,4월 02일 (수) 행사 및 집회,assembly,1,,,,前日계속∼ 안국역 6번출구,前日계속∼ 안국역 6번출구,,,,,,FALSE,,,"100,000명",100000,,,,前日계속∼ 안국역 6번출구,TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=801
801,2025.4.2,2025.4.2,4월 02일 (수) 행사 및 집회,assembly,2,19:00∼20:30,19:00,20:30,송현공원 앞 인도→안국역 1번출구,송현공원 앞 인도,,,송현공원 앞 인도,안국역 1번출구,,FALSE,,,"100,000명",100000,,,,송현공원 앞 인도;안국역 1번출구,TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=801
801,2025.4.2,2025.4.2,4월 02일 (수) 행사 및 집회,assembly,3,,,,前日계속∼ 수운회관 앞 2개차로,前日계속∼ 수운회관 앞 2개차로,,,,,,FALSE,,,"3,000명",3000,,,,前日계속∼ 수운회관 앞 2개차로,TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=801
801,2025.4.2,2025.4.2,4월 02일 (수) 행사 및 집회,assembly,4,11:00∼,11:00,,"현대건설 앞 1개차로→탑골공원 서측 ※행진:창덕궁교차로→종로3가교차로→종로2가교차로→탑골공원(1km, 2개 차로)",현대건설 앞 1개차로,,"※행진:창덕궁교차로→종로3가교차로→종로2가교차로→탑골공원(1km, 2개 차로)",창덕궁교차로,탑골공원,종로3가교차로|종로2가교차로,FALSE,,,,,,,,현대건설 앞 1개차로;창덕궁교차로;종로3가교차로;종로2가교차로;탑골공원,TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=801
801,2025.4.2,2025.4.2,4월 02일 (수) 행사 및 집회,assembly,5,19:00∼20:00,19:00,20:00,평강제일교회 정문 앞 이면도로,평강제일교회 정문 앞 이면도로,,,,,,FALSE,,,,,,,,평강제일교회 정문 앞 이면도로,TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=801
smpa-00322161,2025.4.2,2025.4.2,오늘의 집회 250402 수,assembly,1,11:00~15:00,11:00,15:00,현대사옥 동측 횡단보도 <계동>,현대사옥 동측 횡단보도 <계동>,,,,,,FALSE,,,"2,000명",2000,,,,현대사옥 동측 횡단보도 <계동>,TRUE,https://www.smpa.go.kr/user/nd54882.do?View&page=47&pageSC=SORT_ORDER&pageSO=DESC&dmlType=&boardNo=00322161
smpa-00322161,2025.4.2,2025.4.2,오늘의 집회 250402 수,assembly,2,11:00~18:00,11:00,18:00,운현하늘빌딩 앞 인도 <경운동>,운현하늘빌딩 앞 인도 <경운동>,,,,,,FALSE,,,30명,30,,,,운현하늘빌딩 앞 인도 <경운동>,TRUE,https://www.smpa.go.kr/user/nd54882.do?View&page=47&pageSC=SORT_ORDER&pageSO=DESC&dmlType=&boardNo=00322161
smpa-00322161,2025.4.2,2025.4.2,오늘의 집회 250402 수,assembly,3,12:00~13:00,12:00,13:00,경복궁 주유소 좌·우측 인도 및 1개 차로 <중학동>,경복궁 주유소 좌·우측 인도 및 1개 차로 <중학동>,,,,,,FALSE,,,300명,300,,,,경복궁 주유소 좌·우측 인도 및 1개 차로 <중학동>,TRUE,https://www.smpa.go.kr/user/nd54882.do?View&page=47&pageSC=SORT_ORDER&pageSO=DESC&dmlType=&boardNo=00322161
smpa-00322161,2025.4.2,2025.4.2,오늘의 집회 250402 수,assembly,4,12:00~13:00,12:00,13:00,연합뉴스 앞 인도 및 1개 차로 <수송동>,연합뉴스 앞 인도 및 1개 차로 <수송동>,,,,,,FALSE,,,30명,30,,,,연합뉴스 앞 인도 및 1개 차로 <수송동>,TRUE,https://www.smpa.go.kr/user/nd54882.do?View&page=47&pageSC=SORT_ORDER&pageSO=DESC&dmlType=&boardNo=00322161
smpa-00322161,2025.4.2,2025.4.2,오늘의 집회 250402 수,assembly,6,14:00~15:00,14:00,15:00,한벽원미술관 → 우정총국 <팔판동 등>,한벽원미술관,,,,,,FALSE,,,30명,30,,,,한벽원미술관,TRUE,https://www.smpa.go.kr/user/nd54882.do?View&page=47&pageSC=SORT_ORDER&pageSO=DESC&dmlType=&boardNo=00322161
smpa-00322161,2025.4.2,2025.4.2,오늘의 집회 250402 수,assembly,7,14:00~17:00,14:00,17:00,볼보빌딩 앞 1개 차로 <한남동>,볼보빌딩 앞 1개 차로 <한남동>,,,,,,FALSE,,,"10,000명",10000,,,,볼보빌딩 앞 1개 차로 <한남동>,TRUE,https://www.smpa.go.kr/user/nd54882.do?View&page=47&pageSC=SORT_ORDER&pageSO=DESC&dmlType=&boardNo=00322161
smpa-00322161,2025.4.2,2025.4.2,오늘의 집회 250402 수,assembly,8,16:00~18:00,16:00,18:00,북인사마당 → 남인사마당 <인사동>,북인사마당,,,,,,FALSE,,,100명,100,,,,북인사마당,TRUE,https://www.smpa.go.kr/user/nd54882.do?View&page=47&pageSC=SORT_ORDER&pageSO=DESC&dmlType=&boardNo=00322161
smpa-00322161,2025.4.2,2025.4.2,오늘의 집회 250402 수,assembly,9,18:00~21:00,18:00,21:00,동덕여대 정문 동인관 앞 인도 <하월곡동>,동덕여대 정문 동인관 앞 인도 <하월곡동>,,,,,,FALSE,,,100명,100,,,,동덕여대 정문 동인관 앞 인도 <하월곡동>,TRUE,https://www.smpa.go.kr/user/nd54882.do?View&page=47&pageSC=SORT_ORDER&pageSO=DESC&dmlType=&boardNo=00322161
838,2025.4.19,2025.4.19,4월 19일 (토) 행사 및 집회,assembly,1,13:00∼19:00,13:00,19:00,"동화면세점∼대한문(편도 全차로) ※행진:동화면세점→개풍→을지로2가→안국역 5出(2.1km, 2개차로)",동화면세점∼대한문(편도 全차로),,"※행진:동화면세점→개풍→을지로2가→안국역 5出(2.1km, 2개차로)",동화면세점,안국역 5出,개풍|을지로2가,FALSE,,,,,,,,동화면세점∼대한문(편도 全차로);동화면세점;개풍;을지로2가;안국역 5出,TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=838
838,2025.4.19,2025.4.19,4월 19일 (토) 행사 및 집회,assembly,2,15:00∼18:00,15:00,18:00,"시청교차로~숭례문(편도 全차로) ※행진:시청교차로→개풍→을지로2가→한국은행→숭례문→시청교차로 (2.4km, 2개차로)",시청교차로~숭례문(편도 全차로),,"※행진:시청교차로→개풍→을지로2가→한국은행→숭례문→시청교차로 (2.4km, 2개차로)",시청교차로,시청교차로,개풍|을지로2가|한국은행|숭례문,FALSE,,,"10,000명",10000,,,,시청교차로~숭례문(편도 全차로);시청교차로;개풍;을지로2가;한국은행;숭례문,TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=838
838,2025.4.19,2025.4.19,4월 19일 (토) 행사 및 집회,assembly,3,15:30∼17:00,15:30,17:00,"명동역 1出 앞 ※행진:명동역→퇴계2가→종로2가→종로1가→안국동사거리→동십자 (2.5km, 2개차로)",명동역 1出 앞,,"※행진:명동역→퇴계2가→종로2가→종로1가→안국동사거리→동십자 (2.5km, 2개차로)",명동역,동십자,퇴계2가|종로2가|종로1가|안국동사거리,FALSE,,,,,,,,명동역 1出 앞;명동역;퇴계2가;종로2가;종로1가;안국동사거리;동십자,TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=838
838,2025.4.19,2025.4.19,4월 19일 (토) 행사 및 집회,assembly,4,17:30∼20:30,17:30,20:30,"광화문삼거리~동십자(편도 全차로 및 역방 3개차로) ※행진:광화문삼거리→춘추관→동십자→안국동사거리→을지로1가 →한국은행→숭례문(4km, 2개차로)",광화문삼거리~동십자(편도 全차로 및 역방 3개차로),,"※행진:광화문삼거리→춘추관→동십자→안국동사거리→을지로1가 →한국은행→숭례문(4km, 2개차로)",광화문삼거리,숭례문,춘추관|동십자|안국동사거리|을지로1가|한국은행,FALSE,,,,,,,,광화문삼거리~동십자(편도 全차로 및 역방 3개차로);광화문삼거리;춘추관;동십자;안국동사거리;을지로1가;한국은행;숭례문,TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=838
838,2025.4.19,2025.4.19,4월 19일 (토) 행사 및 집회,assembly,5,15:00∼16:30,15:00,16:30,"SK서린빌딩 ※행진:SK서린빌딩→청계북로→종로1가→안국동사거리→동십자 (1.2km, 1개차로)",SK서린빌딩,,"※행진:SK서린빌딩→청계북로→종로1가→안국동사거리→동십자 (1.2km, 1개차로)",SK서린빌딩,동십자,청계북로|종로1가|안국동사거리,FALSE,,,,,,,,SK서린빌딩;청계북로;종로1가;안국동사거리;동십자,TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=838
