noft_ocrn_dt,crtr_ymd,noft_se_cd,noft_se_nm,noft_ttl,noft_cn,nonstop_yn,upbdnb_se,xcse_sitn_bgng_dt,xcse_sitn_end_dt,line_nm_lst,stn_sctn_cd_lst
2022-06-07T07:00:00,20220607,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.
6월 7일 08시부터 4호선에서 [전국장애인차별철폐연대]의 장애인 권리예산 확보를 위한 
지하철 타기 선전전이 예정되어 있습니다.
이로 인해 4호선 해당구간 열차운행이 상당시간 지연될 수 있으니 이점 참고하여 
열차를 이용해 주시기 바랍니다. 06-07 07:00:00",N,,,,4호선,
2022-06-08T06:51:19,20220608,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.
6월 8일 08시부터 4호선에서 [전국장애인차별철폐연대]의 장애인 권리예산 확보를 위한 
지하철 타기 선전전이 예정되어 있습니다.
이로 인해 4호선 해당구간 열차운행이 상당시간 지연될 수 있으니 이점 참고하여 
열차를 이용해 주시기 바랍니다. 06-08 06:48:40",N,,,,4호선,
2022-06-09T06:02:42,20220609,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.
6월 9일 08시부터 4호선에서 [전국장애인차별철폐연대]의 장애인 권리예산 확보를 위한 
지하철 타기 선전전이 예정되어 있습니다.
이로 인해 4호선 해당구간 열차운행이 상당시간 지연될 수 있으니 이점 참고하여 
열차를 이용해 주시기 바랍니다. 06-09 06:00:03",N,,,,4호선,
2022-06-10T06:27:58,20220610,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.
6월 10일 08시부터 4호선에서 [전국장애인차별철폐연대]의 장애인 권리예산 확보를 위한 
지하철 타기 선전전이 예정되어 있습니다.
이로 인해 4호선 해당구간 열차운행이 상당시간 지연될 수 있으니 이점 참고하여 
열차를 이용해 주시기 바랍니다. 06-10 06:25:18",N,,,,4호선,
2022-06-13T06:00:00,20220613,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.
6월 13일 07시 30분부터 4호선에서 [전국장애인차별철폐연대]의 장애인 권리예산 확보를 위한 
지하철 타기 선전전이 예정되어 있습니다.
이로 인해 4호선 해당구간 열차운행이 상당시간 지연될 수 있으니 이점 참고하여 
열차를 이용해 주시기 바랍니다. 06-13 06:00:00",N,,,,4호선,
2022-06-13T10:34:32,20220613,6,기타,전국장애인차별철폐연대 4호선 열차시위 종료,"서울교통공사에서 알려드립니다.
금일 4호선에서 진행된 전국장애인차별철폐연대의 지하철 타기 시위는 10:14부로 종료되었으나 일부열차 순연 운행 중입니다.
이점 참고하여 열차를 이용해 주시기 바랍니다.
서울교통공사는 열차운행이 신속히 정상화될 수 있도록 최선을 다하겠습니다. 06-13 10:31:50",N,,,,4호선,
2022-06-15T06:47:48,20220615,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.
6월 15일 07시 30분부터 4호선에서 [전국장애인차별철폐연대]의 장애인 권리예산 확보를 위한 
지하철 타기 선전전이 예정되어 있습니다.
이로 인해 4호선 해당구간 열차운행이 상당시간 지연될 수 있으니 이점 참고하여 
열차를 이용해 주시기 바랍니다. 06-15 06:45:06",N,,,,4호선,
2022-06-15T19:18:06,20220615,2,차량고장,3호선 차량고장으로 인한 상선 열차지연,"3호선 학여울역 차량고장으로 상선 열차가 지연운행 중입니다.
열차 이용에 불편을 드려 대단히 죄송합니다. 06-15 19:15:23",N,상행,,,3호선,0336
2022-06-15T20:27:25,20220615,2,차량고장,3호선 차량고장 조치완료,"3호선 학여울역 차량고장은 조치 완료되어 회송 조치 중입니다.
이로 인해 3호선 열차가 순연되어 지연운행 중입니다.
열차 이용에 불편을 드려 대단히 죄송합니다. 06-15 20:24:42",N,,,,3호선,0336
2022-06-16T06:53:46,20220616,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.
6월 16일 07시 30분부터 4호선에서 [전국장애인차별철폐연대]의 장애인 권리예산 확보를 위한 
지하철 타기 선전전이 예정되어 있습니다.
이로 인해 4호선 해당구간 열차운행이 상당시간 지연될 수 있으니 이점 참고하여 
열차를 이용해 주시기 바랍니다. 06-16 06:51:02",N,,,,4호선,
2022-06-17T06:00:00,20220617,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.
6월 17일 07시 30분부터 4호선에서 [전국장애인차별철폐연대]의 장애인 권리예산 확보를 위한 
지하철 타기 선전전이 예정되어 있습니다.
이로 인해 4호선 해당구간 열차운행이 상당시간 지연될 수 있으니 이점 참고하여 
열차를 이용해 주시기 바랍니다. 06-17 06:00:00",N,,,,4호선,
2022-06-20T06:45:35,20220620,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.
6월 20일 07시 30분부터 4호선에서 [전국장애인차별철폐연대]의 장애인 권리예산 확보를 위한 
지하철 타기 선전전이 예정되어 있습니다.
이로 인해 4호선 해당구간 열차운행이 상당시간 지연될 수 있으니 이점 참고하여 
열차를 이용해 주시기 바랍니다. 06-20 06:42:49",N,,,,4호선,
2022-06-20T08:09:42,20220620,6,기타,전국장애인차별철폐연대 시위 안내,"서울교통공사에서 알려드립니다.
현재 4호선 일부구간에서 「전국장애인차별철폐연대」의 열차운행 방해시위가 진행되고 있습니다.
이로 인해 4호선 열차운행이 상당시간 지연될 수 있으니
이점 참고하여 열차를 이용해 주시기 바랍니다.
서울교통공사는 열차운행이 신속히 정상화될 수 있도록 최선을 다하겠습니다.   06-20 08:06:57",N,,,,4호선,
2022-06-20T10:08:31,20220620,6,기타,전국장애인차별철폐연대 4호선 열차시위 종료,"서울교통공사에서 알려드립니다.
금일 4호선에서 진행된 전국장애인차별철폐연대의 지하철 타기 시위는 10:00부로 종료되었으나 일부열차 순연 운행 중입니다.
이점 참고하여 열차를 이용해 주시기 바랍니다.
서울교통공사는 열차운행이 신속히 정상화될 수 있도록 최선을 다하겠습니다. 06-20 10:05:45",N,,,,4호선,
2022-06-20T10:21:36,20220620,5,단순지연,7호선 열차 지연,"7호선 노원역 상선 차량고장으로 인하여 상,하선 열차가 지연 운행 중 입니다.
열차 이용에 참고하시기 바랍니다. 06-20 10:18:51",N,"상행, 하행",,,7호선,2715
2022-06-20T10:32:15,20220620,2,차량고장,7호선 차량고장 조치완료,"7호선 노원력 상선 차량고장 조치완료되어 정상운행하고 있습니다.
이로인해 7호선 열차가 순연되어 지연운행 중입니다.
열차 이용에 불편을 드려 대단히 죄송합니다. 06-20 10:29:29",N,상행,,,7호선,
2022-06-21T06:00:00,20220621,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.
6월 21일 07시 30분부터 4호선에서 [전국장애인차별철폐연대]의 장애인 권리예산 확보를 위한 
지하철 타기 선전전이 예정되어 있습니다.
이로 인해 4호선 해당구간 열차운행이 상당시간 지연될 수 있으니 이점 참고하여 
열차를 이용해 주시기 바랍니다. 06-21 06:00:00",N,,,,4호선,
2022-06-23T07:20:17,20220623,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.
6월 23일 07시 30분부터 4호선에서 [전국장애인차별철폐연대]의 장애인 권리예산 확보를 위한 
지하철 타기 선전전이 예정되어 있습니다.
이로 인해 4호선 해당구간 열차운행이 상당시간 지연될 수 있으니 이점 참고하여 
열차를 이용해 주시기 바랍니다. 06-23 07:17:30",N,,,,4호선,
2022-06-24T07:11:21,20220624,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.
6월 24일 07시 30분부터 4호선에서 [전국장애인차별철폐연대]의 장애인 권리예산 확보를 위한 
지하철 타기 선전전이 예정되어 있습니다.
이로 인해 4호선 해당구간 열차운행이 상당시간 지연될 수 있으니 이점 참고하여 
열차를 이용해 주시기 바랍니다. 06-24 07:08:34",N,,,,4호선,
2022-06-24T14:52:21,20220624,6,기타,3호선 가락시장역 열차 무정차 통과 안내,"3호선 가락시장역 상선 승강장 연기발생으로 상,하선 열차 무정차 통과 중 입니다.
열차 이용에 참고하시기 바랍니다.  06-24 14:49:33",Y,"상행, 하행",,,3호선,0340
2022-06-24T15:00:10,20220624,6,기타,3호선 가락시장역 열차 정상운행 안내,"3호선 가락시장역 상선 승강장 연기발생은 14:53부로 조치완료되어 열차 정상운행 중 입니다.
열차 이용에 참고하시기 바랍니다.  06-24 14:57:22",N,상행,,,3호선,0340
2022-06-27T06:30:00,20220627,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.
6월 27일 07시 30분부터 3, 4호선에서 [전국장애인차별철폐연대]의 '장애인 권리예산 확보'를 위한 
지하철 타기 선전전이 예정되어 있습니다.
이로 인해 3, 4호선 해당구간 열차운행이 상당시간 지연될 수 있으니 이점 참고하여 
열차를 이용해 주시기 바랍니다. 06-27 06:30:00",N,,,,"3호선, 4호선",
2022-06-28T06:54:42,20220628,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.
6월 28일 07시 30분부터 3, 4호선에서 [전국장애인차별철폐연대]의 '장애인 권리예산 확보'를 위한 
지하철 타기 선전전이 예정되어 있습니다.
이로 인해 3, 4호선 해당구간 열차운행이 상당시간 지연될 수 있으니 이점 참고하여 
열차를 이용해 주시기 바랍니다. 06-28 06:51:53",N,,,,"3호선, 4호선",
2022-06-29T06:00:00,20220629,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.
6월 29일 08시부터 4호선에서 [전국장애인차별철폐연대]의 '장애인 권리예산 확보'를 위한 
출근길 지하철 타기 선전전이 예정되어 있습니다.
이로 인해 4호선 해당구간 열차운행이 상당시간 지연될 수 있으니 이점 참고하여 
열차를 이용해 주시기 바랍니다. 감사합니다. 06-29 06:00:00",N,,,,4호선,
2022-06-30T06:22:14,20220630,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.
6월 30일 08시부터 4호선에서 [전국장애인차별철폐연대]의 '장애인 권리예산 확보'를 위한 
출근길 지하철 타기 선전전이 예정되어 있습니다.
이로 인해 4호선 해당구간 열차운행이 상당시간 지연될 수 있으니 이점 참고하여 
열차를 이용해 주시기 바랍니다. 감사합니다. 06-30 06:19:24",N,,,,4호선,
2022-06-30T15:43:58,20220630,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.
6월 30일 17시부터 4호선에서 「전국장애인차별철폐연대」의 '장애인 권리예산 확보'를 위한
지하철 타기 선전전이 예정되어 있습니다.
이로 인해 4호선 해당구간 열차운행이 상당시간 지연될 수 있으니 이점 참고하여 
열차를 이용해 주시기 바랍니다. 감사합니다. 06-30 15:41:08",N,,,,4호선,
2022-06-30T18:04:54,20220630,6,기타,전국장애인차별철폐연대 시위 안내,"서울교통공사에서 알려드립니다.
현재 4호선 상 하선에서 「전국장애인차별철폐연대」의 열차운행 방해시위가 진행되고 있습니다.
이로 인해 4호선 열차운행이 상당시간 지연될 수 있으니
이점 참고하여 열차를 이용해 주시기 바랍니다.
서울교통공사는 열차운행이 신속히 정상화될 수 있도록 최선을 다하겠습니다.   06-30 18:02:03",N,"상행, 하행",,,4호선,
2022-06-30T19:39:02,20220630,6,기타,전국장애인차별철폐연대 4호선 열차시위 종료,"서울교통공사에서 알려드립니다.
금일 4호선에서 진행된 전국장애인차별철폐연대의 지하철 타기 시위는 19:29분부로 종료되었으나 시위 여파로 인하여 일부열차 순연 운행 중입니다.
이점 참고하여 열차를 이용해 주시기 바랍니다.
서울교통공사는 열차운행이 신속히 정상화될 수 있도록 최선을 다하겠습니다. 06-30 19:36:12",N,,,,4호선,
2022-07-01T06:27:30,20220701,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.
7월 1일 07:30분부터 4호선에서 [전국장애인차별철폐연대]의 '장애인 권리예산 확보'를 위한 
출근길 지하철 타기 선전전이 예정되어 있습니다.
이로 인해 4호선 해당구간 열차운행이 상당시간 지연될 수 있으니 이점 참고하여 
열차를 이용해 주시기 바랍니다. 감사합니다.  07-01 06:24:39",N,,,,4호선,
2022-07-01T08:03:48,20220701,6,기타,전국장애인차별철폐연대 시위 안내,"서울교통공사에서 알려드립니다.
현재 4호선 상 하선에서 「전국장애인차별철폐연대」의 열차운행 방해시위가 진행되고 있습니다.
이로 인해 4호선 열차운행이 상당시간 지연될 수 있으니
이점 참고하여 열차를 이용해 주시기 바랍니다.
서울교통공사는 열차운행이 신속히 정상화될 수 있도록 최선을 다하겠습니다. 07-01 08:00:57",N,"상행, 하행",,,4호선,
2022-07-01T11:10:49,20220701,6,기타,전국장애인차별철폐연대 4호선 열차시위 종료,"서울교통공사에서 알려드립니다.
금일 4호선에서 진행된 전국장애인차별철폐연대의 지하철 타기 시위는 11:00부로 종료되었으나 시위 여파로 인하여 일부열차 순연 운행 중입니다.
이점 참고하여 열차를 이용해 주시기 바랍니다.
서울교통공사는 열차운행이 신속히 정상화될 수 있도록 최선을 다하겠습니다. 07-01 11:07:58",N,,,,4호선,
2022-07-01T13:36:53,20220701,5,단순지연,5호선 열차지연,"5호선 하남풍산역 상선 차량고장(하부 연기발생)으로 인하여 상일동~하남검단산역간 상,하선 열차가 지연 운행 중 입니다.
열차 이용에 참고하시기 바랍니다. 07-01 13:34:02",N,"상행, 하행",,,5호선,"2554, 2562, 2563, 2564, 2565, 2566"
2022-07-01T14:18:18,20220701,2,차량고장,5호선 차량고장 조치완료,"5호선 하남풍산역 차량고장 조치완료되어 정상운행하고 있습니다.
이로인해 5호선 열차가 순연되어 지연운행 중입니다.
열차 이용에 불편을 드려 대단히 죄송합니다. 07-01 14:15:27",N,,,,5호선,2564
2022-07-02T16:32:41,20220702,6,기타,전국노동자대회 관련 열차이용 안내,"고객 여러분께 안내 말씀드립니다.
금일 서울 도심 일대에서 전국노동자대회가 열리고 있습니다.
이로 인해 4호선 서울역과 삼각지역 부근이 대단히 혼잡할 예정이오니 서울역과 삼각지역 일대를 이용하실 고객님께서는 이 점 참고하여 열차를 이용해 주시기 바랍니다.
감사합니다. 07-02 16:29:49",N,,,,4호선,"0426, 0427, 0428"
2022-07-04T06:12:59,20220704,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.
7월 4일 08시부터 4호선에서 [전국장애인차별철폐연대]의 '장애인 권리예산 확보'를 위한 
출근길 지하철 타기 선전전이 예정되어 있습니다.
이로 인해 4호선 해당구간 열차운행이 상당시간 지연될 수 있으니 이점 참고하여 
열차를 이용해 주시기 바랍니다. 감사합니다. 07-04 06:10:07",N,,,,4호선,
2022-07-04T09:44:23,20220704,6,기타,전국장애인차별철폐연대 4호선 열차시위 종료,"서울교통공사에서 알려드립니다.
금일 4호선에서 진행된 전국장애인차별철폐연대의 지하철 타기 시위는 09:35부로 종료되었으나 시위 여파로 인하여 일부열차 순연 운행 중입니다.
이점 참고하여 열차를 이용해 주시기 바랍니다.
서울교통공사는 열차운행이 신속히 정상화될 수 있도록 최선을 다하겠습니다. 07-04 09:41:31",N,,,,4호선,
2022-07-05T06:30:00,20220705,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.
7. 5. 08시부터 4호선에서 [전국장애인차별철폐연대]의 '장애인 권리예산 확보'를 위한 
출근길 지하철 타기 선전전이 예정되어 있습니다.
이로 인해 4호선 해당구간 열차운행이 상당시간 지연될 수 있으니 이점 참고하여 
열차를 이용해 주시기 바랍니다. 감사합니다. 07-05 06:30:00",N,,,,4호선,
2022-07-06T06:50:08,20220706,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.
7. 6. 08시부터 4호선에서 [전국장애인차별철폐연대]의 '장애인 권리예산 확보'를 위한 
출근길 지하철 타기 선전전이 예정되어 있습니다.
이로 인해 4호선 해당구간 열차운행이 상당시간 지연될 수 있으니 이점 참고하여 
열차를 이용해 주시기 바랍니다. 감사합니다. 07-06 06:47:15",N,,,,4호선,
2022-07-06T19:25:54,20220706,4,시설장애,4호선 신호장애로 열차지연,"4호선 당고개역 상인상선 신호장애로 상,하행선 열차가 상당히 지연 운행 중 입니다.
열차 이용에 참고하시기 바랍니다. 07-06 19:23:00",N,"상행, 하행",,,4호선,0409
2022-07-06T19:59:04,20220706,4,시설장애,4호선 신호장애 조치완료,"4호선 당고개역 상인상선 신호장애는 조치완료되어 정상운행하고 있습니다.
이로인해 4호선 열차가 순연되어 지연운행 중입니다
열차 이용에 불편을 드려 대단히 죄송합니다. 07-06 19:56:10",N,상행,,,4호선,0409
2022-07-07T06:00:00,20220707,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.
7. 7. 08시부터 4호선에서 [전국장애인차별철폐연대]의 '장애인 권리예산 확보'를 위한 
출근길 지하철 타기 선전전이 예정되어 있습니다.
이로 인해 4호선 해당구간 열차운행이 상당시간 지연될 수 있으니 이점 참고하여 
열차를 이용해 주시기 바랍니다. 감사합니다. 07-07 06:00:00",N,,,,4호선,
2022-07-08T06:21:49,20220708,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.
7월 8일 08시부터 4호선에서 [전국장애인차별철폐연대]의 '장애인 권리예산 확보'를 위한 
출근길 지하철 타기 선전전이 예정되어 있습니다.
이로 인해 4호선 해당구간 열차운행이 상당시간 지연될 수 있으니 이점 참고하여 
열차를 이용해 주시기 바랍니다. 감사합니다. 07-08 06:18:55",N,,,,4호선,
2022-07-11T06:00:00,20220711,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.
7월 11일 08시부터 4호선에서 [전국장애인차별철폐연대]의 '장애인 권리예산 확보'를 위한 
출근길 지하철 타기 선전전이 예정되어 있습니다.
이로 인해 4호선 해당구간 열차운행이 상당시간 지연될 수 있으니 이점 참고하여 
열차를 이용해 주시기 바랍니다. 감사합니다. 07-11 06:00:00",N,,,,4호선,
2022-07-12T06:13:30,20220712,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.
7월 12일 08시부터 4호선에서 [전국장애인차별철폐연대]의 '장애인 권리예산 확보'를 위한 
출근길 지하철 타기 선전전이 예정되어 있습니다.
이로 인해 4호선 해당구간 열차운행이 상당시간 지연될 수 있으니 이점 참고하여 
열차를 이용해 주시기 바랍니다. 감사합니다. 07-12 06:10:33",N,,,,4호선,
2022-07-13T06:24:54,20220713,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.
7월 13일 08시부터 4호선에서 [전국장애인차별철폐연대]의 '장애인 권리예산 확보'를 위한 
출근길 지하철 타기 선전전이 예정되어 있습니다.
이로 인해 4호선 해당구간 열차운행이 상당시간 지연될 수 있으니 이점 참고하여 
열차를 이용해 주시기 바랍니다. 감사합니다. 07-13 06:21:57",N,,,,4호선,
2022-07-14T07:01:43,20220714,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.
7월 14일 08시부터 4호선에서 [전국장애인차별철폐연대]의 '장애인 권리예산 확보'를 위한 
출근길 지하철 타기 선전전이 예정되어 있습니다.
이로 인해 4호선 해당구간 열차운행이 상당시간 지연될 수 있으니 이점 참고하여 
열차를 이용해 주시기 바랍니다. 감사합니다. 07-14 06:58:45",N,,,,4호선,
2022-07-15T06:00:00,20220715,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.
7월 15일 08시부터 4호선에서 [전국장애인차별철폐연대]의 '장애인 권리예산 확보'를 위한 
출근길 지하철 타기 선전전이 예정되어 있습니다.
이로 인해 4호선 해당구간 열차운행이 상당시간 지연될 수 있으니 이점 참고하여 
열차를 이용해 주시기 바랍니다. 감사합니다. 07-15 06:00:00",N,,,,4호선,
2022-07-18T06:41:20,20220718,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.
7월 18일 08시부터 4호선에서 [전국장애인차별철폐연대]의 '장애인 권리예산 확보'를 위한 
출근길 지하철 타기 선전전이 예정되어 있습니다.
이로 인해 4호선 해당구간 열차운행이 상당시간 지연될 수 있으니 이점 참고하여 
열차를 이용해 주시기 바랍니다. 감사합니다. 07-18 06:38:20",N,,,,4호선,
2022-07-19T06:00:00,20220719,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.
7월 19일 08시부터 4호선에서 [전국장애인차별철폐연대]의 '장애인 권리예산 확보'를 위한 
출근길 지하철 타기 선전전이 예정되어 있습니다.
이로 인해 4호선 해당구간 열차운행이 상당시간 지연될 수 있으니 이점 참고하여 
열차를 이용해 주시기 바랍니다. 감사합니다. 07-19 06:00:00",N,,,,4호선,
2022-07-20T07:14:23,20220720,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.
7월 20일 08시부터 4호선에서 [전국장애인차별철폐연대]의 '장애인 권리예산 확보'를 위한 
출근길 지하철 타기 선전전이 예정되어 있습니다.
이로 인해 4호선 해당구간 열차운행이 상당시간 지연될 수 있으니 이점 참고하여 
열차를 이용해 주시기 바랍니다. 감사합니다.  07-20 07:11:22",N,,,,4호선,
2022-07-21T06:04:36,20220721,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.
7월 21일 08시부터 4호선에서 [전국장애인차별철폐연대]의 '장애인 권리예산 확보'를 위한 
출근길 지하철 타기 선전전이 예정되어 있습니다.
이로 인해 4호선 해당구간 열차운행이 상당시간 지연될 수 있으니 이점 참고하여 
열차를 이용해 주시기 바랍니다. 감사합니다. 07-21 06:01:35",N,,,,4호선,
2022-07-22T07:07:47,20220722,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.
7월 22 08시부터 4호선에서 [전국장애인차별철폐연대]의 '장애인 권리예산 확보'를 위한 
출근길 지하철 타기 선전전이 예정되어 있습니다.
이로 인해 4호선 해당구간 열차운행이 상당시간 지연될 수 있으니 이점 참고하여 
열차를 이용해 주시기 바랍니다. 감사합니다. 07-22 07:04:45",N,,,,4호선,
2022-07-25T06:20:00,20220725,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.
7월 25일 08시부터 4호선에서 [전국장애인차별철폐연대]의 '장애인 권리예산 확보'를 위한 
출근길 지하철 타기 선전전이 예정되어 있습니다.
이로 인해 4호선 해당구간 열차운행이 상당시간 지연될 수 있으니 이점 참고하여 
열차를 이용해 주시기 바랍니다. 감사합니다. 07-25 06:20:00",N,,,,4호선,
2022-07-26T06:42:57,20220726,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.
7월 26일 08시부터 4호선에서 [전국장애인차별철폐연대]의 '장애인 권리예산 확보'를 위한 
출근길 지하철 타기 선전전이 예정되어 있습니다.
이로 인해 4호선 해당구간 열차운행이 상당시간 지연될 수 있으니 이점 참고하여 
열차를 이용해 주시기 바랍니다. 감사합니다. 07-26 06:39:53",N,,,,4호선,
2022-07-27T06:00:00,20220727,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.
7월 27일 08시부터 4호선에서 [전국장애인차별철폐연대]의 '장애인 권리예산 확보'를 위한 
출근길 지하철 타기 선전전이 예정되어 있습니다.
이로 인해 4호선 해당구간 열차운행이 상당시간 지연될 수 있으니 이점 참고하여 
열차를 이용해 주시기 바랍니다. 감사합니다. 07-27 06:00:00",N,,,,4호선,
2022-07-29T06:30:00,20220729,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.
7월 29일 08시부터 4호선에서 [전국장애인차별철폐연대]의 '장애인 권리예산 확보'를 위한 
출근길 지하철 타기 선전전이 예정되어 있습니다.
이로 인해 4호선 해당구간 열차운행이 상당시간 지연될 수 있으니 이점 참고하여 
열차를 이용해 주시기 바랍니다. 감사합니다. 07-29 06:30:00",N,,,,4호선,
2022-08-01T06:16:56,20220801,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.
8.01. 07시 30분부터 5호선에서「전국장애인차별철폐연대」의 ‘장애인 권리예산 확보’를 위한 출근길 지하철 타기 선전전이 예정되어 있습니다.
이로 인해 5호선 해당구간 열차운행이 상당시간 지연될 수 있으니 이점 참고하여 열차를 이용해 주시기 바랍니다.  08-01 06:13:49",N,,,,5호선,
2022-08-01T08:09:09,20220801,6,기타,전국장애인차별철폐연대 시위 안내,"서울교통공사에서 알려드립니다.
현재 5호선에서「전국장애인차별철폐연대」의 지하철 타기 선전전이 진행되고 있습니다. 이로 인해 5호선 열차운행이 상당시간 지연될 수 있으니 이점 참고하여 열차를 이용해 주시기 바랍니다
서울교통공사는 열차운행이 신속히 정상화될 수 있도록 최선을 다하겠습니다.  08-01 08:06:02",N,,,,5호선,
2022-08-01T10:37:23,20220801,6,기타,5호선 전국장애인차별철폐연대의 지하철 타기 시위 종료,"서울교통공사에서 알려드립니다.
금일 5호선에서 진행된 전국장애인차별철폐연대의 지하철 타기 시위는 10:20부로 종료되었으나 시위 여파로 인하여 일부열차 순연 운행 중입니다.
이점 참고하여 열차를 이용해 주시기 바랍니다.
서울교통공사는 열차운행이 신속히 정상화될 수 있도록 최선을 다하겠습니다. 07-01 11:07:58 08-01 10:34:16",N,,,,5호선,
2022-08-02T06:27:04,20220802,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.
8.02. 08시부터 4호선에서「전국장애인차별철폐연대」의 ‘장애인 권리예산 확보’를 위한 출근길 지하철 타기 선전전이 예정되어 있습니다.
이로 인해 4호선 해당구간 열차운행이 상당시간 지연될 수 있으니 이점 참고하여 열차를 이용해 주시기 바랍니다. 08-02 06:23:57",N,,,,4호선,
2022-08-03T06:03:26,20220803,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.
8.03. 08시부터 4호선에서「전국장애인차별철폐연대」의 ‘장애인 권리예산 확보’를 위한 출근길 지하철 타기 선전전이 예정되어 있습니다.
이로 인해 4호선 해당구간 열차운행이 상당시간 지연될 수 있으니 이점 참고하여 열차를 이용해 주시기 바랍니다. 08-03 06:00:19",N,,,,4호선,
2022-08-04T06:00:00,20220804,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.
8.04. 08시부터 4호선에서「전국장애인차별철폐연대」의 ‘장애인 권리예산 확보’를 위한 출근길 지하철 타기 선전전이 예정되어 있습니다.
이로 인해 4호선 해당구간 열차운행이 상당시간 지연될 수 있으니 이점 참고하여 열차를 이용해 주시기 바랍니다. 08-04 06:00:00",N,,,,4호선,
2022-08-05T06:58:40,20220805,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.
8.05. 08시부터 4호선에서「전국장애인차별철폐연대」의 ‘장애인 권리예산 확보’를 위한 출근길 지하철 타기 선전전이 예정되어 있습니다.
이로 인해 4호선 해당구간 열차운행이 상당시간 지연될 수 있으니 이점 참고하여 열차를 이용해 주시기 바랍니다. 08-05 06:55:32",N,,,,4호선,
2022-08-08T22:30:55,20220808,6,기타,막차 시간 연장운행,"수도권,서울지역에 집중호우가 지속되고 있어 시민 불편 최소화를 위해 1~8호선 열차 막차시간 30분 연장 운행하오니 열차 이용해 참고하시기 바랍니다. 08-08 22:27:44",N,,,,"1호선, 2호선, 3호선, 4호선, 5호선, 6호선, 7호선, 8호선",
